merged_pdf_id,merged_pdf_path,page,image_path,label,source_doc_path,source_doc_index,source_page_in_doc
merged_00005,data/synthetic/merged_pdfs/merged_00005.pdf,5,data/synthetic/page_images/merged_00005/page_0005.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/RH7T2UORLNLLG7HRFR3HL7W572F5S6YY.pdf,2,4
merged_00005,data/synthetic/merged_pdfs/merged_00005.pdf,6,data/synthetic/page_images/merged_00005/page_0006.png,END_DOC,artifacts/source_validation/filtered_pdfs/RH7T2UORLNLLG7HRFR3HL7W572F5S6YY.pdf,2,5
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,1,data/synthetic/page_images/merged_00006/page_0001.png,START_DOC,artifacts/source_validation/filtered_pdfs/APIOSIGX4MKMHFQO5ZZK6YR5Z7IUFJOU.pdf,1,1
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,2,data/synthetic/page_images/merged_00006/page_0002.png,END_DOC,artifacts/source_validation/filtered_pdfs/APIOSIGX4MKMHFQO5ZZK6YR5Z7IUFJOU.pdf,1,2
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,3,data/synthetic/page_images/merged_00006/page_0003.png,START_DOC,artifacts/source_validation/filtered_pdfs/NHPAWYG2Y5MGFTUYVSJKJUDJ45RFRQWJ.pdf,2,1
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,4,data/synthetic/page_images/merged_00006/page_0004.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/NHPAWYG2Y5MGFTUYVSJKJUDJ45RFRQWJ.pdf,2,2
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,5,data/synthetic/page_images/merged_00006/page_0005.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/NHPAWYG2Y5MGFTUYVSJKJUDJ45RFRQWJ.pdf,2,3
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,6,data/synthetic/page_images/merged_00006/page_0006.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/NHPAWYG2Y5MGFTUYVSJKJUDJ45RFRQWJ.pdf,2,4
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,7,data/synthetic/page_images/merged_00006/page_0007.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/NHPAWYG2Y5MGFTUYVSJKJUDJ45RFRQWJ.pdf,2,5
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,8,data/synthetic/page_images/merged_00006/page_0008.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/NHPAWYG2Y5MGFTUYVSJKJUDJ45RFRQWJ.pdf,2,6
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,9,data/synthetic/page_images/merged_00006/page_0009.png,END_DOC,artifacts/source_validation/filtered_pdfs/NHPAWYG2Y5MGFTUYVSJKJUDJ45RFRQWJ.pdf,2,7
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,10,data/synthetic/page_images/merged_00006/page_0010.png,START_DOC,artifacts/source_validation/filtered_pdfs/UA3OOIACW35JEO2KZX4QCFGCAQFNNRVC.pdf,3,1
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,11,data/synthetic/page_images/merged_00006/page_0011.png,END_DOC,artifacts/source_validation/filtered_pdfs/UA3OOIACW35JEO2KZX4QCFGCAQFNNRVC.pdf,3,2
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,12,data/synthetic/page_images/merged_00006/page_0012.png,START_DOC,artifacts/source_validation/filtered_pdfs/17815074de3c9f8af9a5051978a72e2a83f1d18d.pdf,4,1
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,13,data/synthetic/page_images/merged_00006/page_0013.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/17815074de3c9f8af9a5051978a72e2a83f1d18d.pdf,4,2
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,14,data/synthetic/page_images/merged_00006/page_0014.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/17815074de3c9f8af9a5051978a72e2a83f1d18d.pdf,4,3
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,15,data/synthetic/page_images/merged_00006/page_0015.png,END_DOC,artifacts/source_validation/filtered_pdfs/17815074de3c9f8af9a5051978a72e2a83f1d18d.pdf,4,4
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,16,data/synthetic/page_images/merged_00006/page_0016.png,SINGLE_PAGE_DOC,artifacts/source_validation/filtered_pdfs/U5CA6R4P5ZCQELXPJW3N2OHTGXSHH5RH.pdf,5,1
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,1,data/synthetic/page_images/merged_00007/page_0001.png,START_DOC,artifacts/source_validation/filtered_pdfs/ES5LDB5OV2PKIMVD3Z72CVQK4RSDBYJI.pdf,1,1
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,2,data/synthetic/page_images/merged_00007/page_0002.png,END_DOC,artifacts/source_validation/filtered_pdfs/ES5LDB5OV2PKIMVD3Z72CVQK4RSDBYJI.pdf,1,2
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,3,data/synthetic/page_images/merged_00007/page_0003.png,START_DOC,artifacts/source_validation/filtered_pdfs/7096e75ab6e07bb7950205a526f70af2024a802a.pdf,2,1
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,4,data/synthetic/page_images/merged_00007/page_0004.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/7096e75ab6e07bb7950205a526f70af2024a802a.pdf,2,2
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,5,data/synthetic/page_images/merged_00007/page_0005.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/7096e75ab6e07bb7950205a526f70af2024a802a.pdf,2,3
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,6,data/synthetic/page_images/merged_00007/page_0006.png,END_DOC,artifacts/source_validation/filtered_pdfs/7096e75ab6e07bb7950205a526f70af2024a802a.pdf,2,4
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,7,data/synthetic/page_images/merged_00007/page_0007.png,SINGLE_PAGE_DOC,artifacts/source_validation/filtered_pdfs/ZC2ELDSYWFVOJZRXTLERXVM7UMXWCWZN.pdf,3,1
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,8,data/synthetic/page_images/merged_00007/page_0008.png,START_DOC,artifacts/source_validation/filtered_pdfs/EMMM5FRYBCPVBLVU4RY6OFEKZFWM2KIJ.pdf,4,1
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,9,data/synthetic/page_images/merged_00007/page_0009.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/EMMM5FRYBCPVBLVU4RY6OFEKZFWM2KIJ.pdf,4,2
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,10,data/synthetic/page_images/merged_00007/page_0010.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/EMMM5FRYBCPVBLVU4RY6OFEKZFWM2KIJ.pdf,4,3
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,11,data/synthetic/page_images/merged_00007/page_0011.png,END_DOC,artifacts/source_validation/filtered_pdfs/EMMM5FRYBCPVBLVU4RY6OFEKZFWM2KIJ.pdf,4,4
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,12,data/synthetic/page_images/merged_00007/page_0012.png,SINGLE_PAGE_DOC,artifacts/source_validation/filtered_pdfs/4L35CSXFUATM7UTMSDUPULOT54HTIGRP.pdf,5,1
merged_00008,data/synthetic/merged_pdfs/merged_00008.pdf,1,data/synthetic/page_images/merged_00008/page_0001.png,SINGLE_PAGE_DOC,artifacts/source_validation/filtered_pdfs/FGZMCFJCVNCWGNVLKUGB27JTHYPUFTIA.pdf,1,1
merged_00008,data/synthetic/merged_pdfs/merged_00008.pdf,2,data/synthetic/page_images/merged_00008/page_0002.png,SINGLE_PAGE_DOC,artifacts/source_validation/filtered_pdfs/EVWZKEBEBK3TDSK3VC4AHQKSNXD6FBWI.pdf,2,1
merged_00009,data/synthetic/merged_pdfs/merged_00009.pdf,1,data/synthetic/page_images/merged_00009/page_0001.png,SINGLE_PAGE_DOC,artifacts/source_validation/filtered_pdfs/U7DUK2J5PKLFHRD5VN7MWJWRF23MHANT.pdf,1,1
merged_00009,data/synthetic/merged_pdfs/merged_00009.pdf,2,data/synthetic/page_images/merged_00009/page_0002.png,START_DOC,artifacts/source_validation/filtered_pdfs/RXIDHLTDVIBR4P4WOFXTJSSV6A3K5GTZ.pdf,2,1
merged_00009,data/synthetic/merged_pdfs/merged_00009.pdf,3,data/synthetic/page_images/merged_00009/page_0003.png,END_DOC,artifacts/source_validation/filtered_pdfs/RXIDHLTDVIBR4P4WOFXTJSSV6A3K5GTZ.pdf,2,2
merged_00009,data/synthetic/merged_pdfs/merged_00009.pdf,4,data/synthetic/page_images/merged_00009/page_0004.png,START_DOC,artifacts/source_validation/filtered_pdfs/L4EMZQ6EPUAWG2XOMWGBHS4OSPSTVZQJ.pdf,3,1
merged_00009,data/synthetic/merged_pdfs/merged_00009.pdf,5,data/synthetic/page_images/merged_00009/page_0005.png,END_DOC,artifacts/source_validation/filtered_pdfs/L4EMZQ6EPUAWG2XOMWGBHS4OSPSTVZQJ.pdf,3,2
merged_00009,data/synthetic/merged_pdfs/merged_00009.pdf,6,data/synthetic/page_images/merged_00009/page_0006.png,SINGLE_PAGE_DOC,artifacts/source_validation/filtered_pdfs/ZWCWI7G7GYM3DHO2HOJBJRQNBG7GTV4C.pdf,4,1
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,1,data/synthetic/page_images/merged_00012/page_0001.png,START_DOC,artifacts/source_validation/filtered_pdfs/cdc0d42854a09a33d44b0c72dc56b8e13add79eb.pdf,1,1
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,2,data/synthetic/page_images/merged_00012/page_0002.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/cdc0d42854a09a33d44b0c72dc56b8e13add79eb.pdf,1,2
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,3,data/synthetic/page_images/merged_00012/page_0003.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/cdc0d42854a09a33d44b0c72dc56b8e13add79eb.pdf,1,3
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,4,data/synthetic/page_images/merged_00012/page_0004.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/cdc0d42854a09a33d44b0c72dc56b8e13add79eb.pdf,1,4
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,5,data/synthetic/page_images/merged_00012/page_0005.png,END_DOC,artifacts/source_validation/filtered_pdfs/cdc0d42854a09a33d44b0c72dc56b8e13add79eb.pdf,1,5
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,6,data/synthetic/page_images/merged_00012/page_0006.png,START_DOC,artifacts/source_validation/filtered_pdfs/W7KYNROWRCJS5Q4BRHWS65K5BQ7JHZKG.pdf,2,1
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,7,data/synthetic/page_images/merged_00012/page_0007.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/W7KYNROWRCJS5Q4BRHWS65K5BQ7JHZKG.pdf,2,2
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,8,data/synthetic/page_images/merged_00012/page_0008.png,END_DOC,artifacts/source_validation/filtered_pdfs/W7KYNROWRCJS5Q4BRHWS65K5BQ7JHZKG.pdf,2,3
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,9,data/synthetic/page_images/merged_00012/page_0009.png,SINGLE_PAGE_DOC,artifacts/source_validation/filtered_pdfs/WLBI5UV3QEOKUAGIT73FRZZFM6NRCROL.pdf,3,1
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,10,data/synthetic/page_images/merged_00012/page_0010.png,START_DOC,artifacts/source_validation/filtered_pdfs/GDSKWZKLKQOSH72CKDIFPUJMVX4KDIW7.pdf,4,1
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,11,data/synthetic/page_images/merged_00012/page_0011.png,END_DOC,artifacts/source_validation/filtered_pdfs/GDSKWZKLKQOSH72CKDIFPUJMVX4KDIW7.pdf,4,2
merged_00013,data/synthetic/merged_pdfs/merged_00013.pdf,1,data/synthetic/page_images/merged_00013/page_0001.png,START_DOC,artifacts/source_validation/filtered_pdfs/ORLP2EPAWI7SXKJRKMSGUIKONQPFFWIO.pdf,1,1
merged_00013,data/synthetic/merged_pdfs/merged_00013.pdf,2,data/synthetic/page_images/merged_00013/page_0002.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/ORLP2EPAWI7SXKJRKMSGUIKONQPFFWIO.pdf,1,2
merged_00013,data/synthetic/merged_pdfs/merged_00013.pdf,3,data/synthetic/page_images/merged_00013/page_0003.png,END_DOC,artifacts/source_validation/filtered_pdfs/ORLP2EPAWI7SXKJRKMSGUIKONQPFFWIO.pdf,1,3
merged_00013,data/synthetic/merged_pdfs/merged_00013.pdf,4,data/synthetic/page_images/merged_00013/page_0004.png,SINGLE_PAGE_DOC,artifacts/source_validation/filtered_pdfs/FKXAOBO27MSNKEA6PNS6P54HNFPMSNLL.pdf,2,1
merged_00013,data/synthetic/merged_pdfs/merged_00013.pdf,5,data/synthetic/page_images/merged_00013/page_0005.png,SINGLE_PAGE_DOC,artifacts/source_validation/filtered_pdfs/FP3RQFKAHYT65A4O7T2B526NDPVG7D7I.pdf,3,1
merged_00013,data/synthetic/merged_pdfs/merged_00013.pdf,6,data/synthetic/page_images/merged_00013/page_0006.png,SINGLE_PAGE_DOC,artifacts/source_validation/filtered_pdfs/AI27TP7D5YR3E23YDKFKVE27DDUEN5TU.pdf,4,1
merged_00013,data/synthetic/merged_pdfs/merged_00013.pdf,7,data/synthetic/page_images/merged_00013/page_0007.png,START_DOC,artifacts/source_validation/filtered_pdfs/CM73W2TP2FDG5FFHRB6CQS526UNDQF7P.pdf,5,1
merged_00013,data/synthetic/merged_pdfs/merged_00013.pdf,8,data/synthetic/page_images/merged_00013/page_0008.png,END_DOC,artifacts/source_validation/filtered_pdfs/CM73W2TP2FDG5FFHRB6CQS526UNDQF7P.pdf,5,2
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,1,data/synthetic/page_images/merged_00014/page_0001.png,START_DOC,artifacts/source_validation/filtered_pdfs/O6J6V2EMM75WZRVVG7E7KUD2QRK33JDO.pdf,1,1
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,2,data/synthetic/page_images/merged_00014/page_0002.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/O6J6V2EMM75WZRVVG7E7KUD2QRK33JDO.pdf,1,2
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,3,data/synthetic/page_images/merged_00014/page_0003.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/O6J6V2EMM75WZRVVG7E7KUD2QRK33JDO.pdf,1,3
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,4,data/synthetic/page_images/merged_00014/page_0004.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/O6J6V2EMM75WZRVVG7E7KUD2QRK33JDO.pdf,1,4
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,5,data/synthetic/page_images/merged_00014/page_0005.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/O6J6V2EMM75WZRVVG7E7KUD2QRK33JDO.pdf,1,5
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,6,data/synthetic/page_images/merged_00014/page_0006.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/O6J6V2EMM75WZRVVG7E7KUD2QRK33JDO.pdf,1,6
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,7,data/synthetic/page_images/merged_00014/page_0007.png,END_DOC,artifacts/source_validation/filtered_pdfs/O6J6V2EMM75WZRVVG7E7KUD2QRK33JDO.pdf,1,7
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,8,data/synthetic/page_images/merged_00014/page_0008.png,START_DOC,artifacts/source_validation/filtered_pdfs/7IYBO6EFOFMF4ETCCIZYJEGPTBQY3EE5.pdf,2,1
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,9,data/synthetic/page_images/merged_00014/page_0009.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/7IYBO6EFOFMF4ETCCIZYJEGPTBQY3EE5.pdf,2,2
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,10,data/synthetic/page_images/merged_00014/page_0010.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/7IYBO6EFOFMF4ETCCIZYJEGPTBQY3EE5.pdf,2,3
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,11,data/synthetic/page_images/merged_00014/page_0011.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/7IYBO6EFOFMF4ETCCIZYJEGPTBQY3EE5.pdf,2,4
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,12,data/synthetic/page_images/merged_00014/page_0012.png,END_DOC,artifacts/source_validation/filtered_pdfs/7IYBO6EFOFMF4ETCCIZYJEGPTBQY3EE5.pdf,2,5
merged_00015,data/synthetic/merged_pdfs/merged_00015.pdf,1,data/synthetic/page_images/merged_00015/page_0001.png,SINGLE_PAGE_DOC,artifacts/source_validation/filtered_pdfs/76P47DRTKG4I3M56ZPDSWTVW4AC37RWI.pdf,1,1
merged_00015,data/synthetic/merged_pdfs/merged_00015.pdf,2,data/synthetic/page_images/merged_00015/page_0002.png,SINGLE_PAGE_DOC,artifacts/source_validation/filtered_pdfs/GBMOB4WD5UEJPVB2OTTQNMICMOP3PG4R.pdf,2,1
merged_00015,data/synthetic/merged_pdfs/merged_00015.pdf,3,data/synthetic/page_images/merged_00015/page_0003.png,START_DOC,artifacts/source_validation/filtered_pdfs/df7602a1700deab0723261081a9136bc98cbdc10.pdf,3,1
merged_00015,data/synthetic/merged_pdfs/merged_00015.pdf,4,data/synthetic/page_images/merged_00015/page_0004.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/df7602a1700deab0723261081a9136bc98cbdc10.pdf,3,2
merged_00015,data/synthetic/merged_pdfs/merged_00015.pdf,5,data/synthetic/page_images/merged_00015/page_0005.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/df7602a1700deab0723261081a9136bc98cbdc10.pdf,3,3
merged_00015,data/synthetic/merged_pdfs/merged_00015.pdf,6,data/synthetic/page_images/merged_00015/page_0006.png,END_DOC,artifacts/source_validation/filtered_pdfs/df7602a1700deab0723261081a9136bc98cbdc10.pdf,3,4
merged_00017,data/synthetic/merged_pdfs/merged_00017.pdf,1,data/synthetic/page_images/merged_00017/page_0001.png,START_DOC,artifacts/source_validation/filtered_pdfs/UIAWYVO3ZI6VIPTWV6TB7CFFNGCQ23PA.pdf,1,1
merged_00017,data/synthetic/merged_pdfs/merged_00017.pdf,2,data/synthetic/page_images/merged_00017/page_0002.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/UIAWYVO3ZI6VIPTWV6TB7CFFNGCQ23PA.pdf,1,2
merged_00017,data/synthetic/merged_pdfs/merged_00017.pdf,3,data/synthetic/page_images/merged_00017/page_0003.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/UIAWYVO3ZI6VIPTWV6TB7CFFNGCQ23PA.pdf,1,3
merged_00017,data/synthetic/merged_pdfs/merged_00017.pdf,4,data/synthetic/page_images/merged_00017/page_0004.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/UIAWYVO3ZI6VIPTWV6TB7CFFNGCQ23PA.pdf,1,4
merged_00017,data/synthetic/merged_pdfs/merged_00017.pdf,5,data/synthetic/page_images/merged_00017/page_0005.png,END_DOC,artifacts/source_validation/filtered_pdfs/UIAWYVO3ZI6VIPTWV6TB7CFFNGCQ23PA.pdf,1,5
merged_00017,data/synthetic/merged_pdfs/merged_00017.pdf,6,data/synthetic/page_images/merged_00017/page_0006.png,START_DOC,artifacts/source_validation/filtered_pdfs/U4KYMMKKOPMN5E4H4J3X3L3KQ5HUY7GF.pdf,2,1
merged_00017,data/synthetic/merged_pdfs/merged_00017.pdf,7,data/synthetic/page_images/merged_00017/page_0007.png,END_DOC,artifacts/source_validation/filtered_pdfs/U4KYMMKKOPMN5E4H4J3X3L3KQ5HUY7GF.pdf,2,2
merged_00017,data/synthetic/merged_pdfs/merged_00017.pdf,8,data/synthetic/page_images/merged_00017/page_0008.png,SINGLE_PAGE_DOC,artifacts/source_validation/filtered_pdfs/GWYYEO7BT54SUYBU7M4232GNAWWV6IOX.pdf,3,1
merged_00018,data/synthetic/merged_pdfs/merged_00018.pdf,1,data/synthetic/page_images/merged_00018/page_0001.png,START_DOC,artifacts/source_validation/filtered_pdfs/AI4AB74IQJ5NS5YEJ7SWZSEICZWWXSVP.pdf,1,1
merged_00018,data/synthetic/merged_pdfs/merged_00018.pdf,2,data/synthetic/page_images/merged_00018/page_0002.png,END_DOC,artifacts/source_validation/filtered_pdfs/AI4AB74IQJ5NS5YEJ7SWZSEICZWWXSVP.pdf,1,2
merged_00018,data/synthetic/merged_pdfs/merged_00018.pdf,3,data/synthetic/page_images/merged_00018/page_0003.png,START_DOC,artifacts/source_validation/filtered_pdfs/YVUWMOMVE6IHAXQQF2GCM3YB373ESZG2.pdf,2,1
merged_00018,data/synthetic/merged_pdfs/merged_00018.pdf,4,data/synthetic/page_images/merged_00018/page_0004.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/YVUWMOMVE6IHAXQQF2GCM3YB373ESZG2.pdf,2,2
merged_00018,data/synthetic/merged_pdfs/merged_00018.pdf,5,data/synthetic/page_images/merged_00018/page_0005.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/YVUWMOMVE6IHAXQQF2GCM3YB373ESZG2.pdf,2,3
merged_00018,data/synthetic/merged_pdfs/merged_00018.pdf,6,data/synthetic/page_images/merged_00018/page_0006.png,MIDDLE_DOC,artifacts/source_validation/filtered_pdfs/YVUWMOMVE6IHAXQQF2GCM3YB373ESZG2.pdf,2,4
merged_00018,data/synthetic/merged_pdfs/merged_00018.pdf,7,data/synthetic/page_images/merged_00018/page_0007.png,END_DOC,artifacts/source_validation/filtered_pdfs/YVUWMOMVE6IHAXQQF2GCM3YB373ESZG2.pdf,2,5
merged_00019,data/synthetic/merged_pdfs/merged_00019.pdf,1,data/synthetic/page_images/merged_00019/page_0001.png,SINGLE_PAGE_DOC,artifacts/source_validation/filtered_pdfs/AJAVZPZY2QKIC3OGVEN464UVGPNZP3HW.pdf,1,1
merged_00019,data/synthetic/merged_pdfs/merged_00019.pdf,2,data/synthetic/page_images/merged_00019/page_0002.png,START_DOC,artifacts/source_validation/filtered_pdfs/KAX2V43VIPOF5R7SL2YYD2JQFRQCPWQ5.pdf,2,1
