merged_pdf_id,merged_pdf_path,left_page,right_page,left_image_path,right_image_path,label,same_document,left_source_doc_index,right_source_doc_index
merged_00005,data/synthetic/merged_pdfs/merged_00005.pdf,3,4,data/synthetic/page_images/merged_00005/page_0003.png,data/synthetic/page_images/merged_00005/page_0004.png,SAME_DOCUMENT,1,2,2
merged_00005,data/synthetic/merged_pdfs/merged_00005.pdf,4,5,data/synthetic/page_images/merged_00005/page_0004.png,data/synthetic/page_images/merged_00005/page_0005.png,SAME_DOCUMENT,1,2,2
merged_00005,data/synthetic/merged_pdfs/merged_00005.pdf,5,6,data/synthetic/page_images/merged_00005/page_0005.png,data/synthetic/page_images/merged_00005/page_0006.png,SAME_DOCUMENT,1,2,2
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,1,2,data/synthetic/page_images/merged_00006/page_0001.png,data/synthetic/page_images/merged_00006/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,2,3,data/synthetic/page_images/merged_00006/page_0002.png,data/synthetic/page_images/merged_00006/page_0003.png,NEW_DOCUMENT,0,1,2
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,3,4,data/synthetic/page_images/merged_00006/page_0003.png,data/synthetic/page_images/merged_00006/page_0004.png,SAME_DOCUMENT,1,2,2
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,4,5,data/synthetic/page_images/merged_00006/page_0004.png,data/synthetic/page_images/merged_00006/page_0005.png,SAME_DOCUMENT,1,2,2
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,5,6,data/synthetic/page_images/merged_00006/page_0005.png,data/synthetic/page_images/merged_00006/page_0006.png,SAME_DOCUMENT,1,2,2
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,6,7,data/synthetic/page_images/merged_00006/page_0006.png,data/synthetic/page_images/merged_00006/page_0007.png,SAME_DOCUMENT,1,2,2
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,7,8,data/synthetic/page_images/merged_00006/page_0007.png,data/synthetic/page_images/merged_00006/page_0008.png,SAME_DOCUMENT,1,2,2
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,8,9,data/synthetic/page_images/merged_00006/page_0008.png,data/synthetic/page_images/merged_00006/page_0009.png,SAME_DOCUMENT,1,2,2
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,9,10,data/synthetic/page_images/merged_00006/page_0009.png,data/synthetic/page_images/merged_00006/page_0010.png,NEW_DOCUMENT,0,2,3
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,10,11,data/synthetic/page_images/merged_00006/page_0010.png,data/synthetic/page_images/merged_00006/page_0011.png,SAME_DOCUMENT,1,3,3
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,11,12,data/synthetic/page_images/merged_00006/page_0011.png,data/synthetic/page_images/merged_00006/page_0012.png,NEW_DOCUMENT,0,3,4
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,12,13,data/synthetic/page_images/merged_00006/page_0012.png,data/synthetic/page_images/merged_00006/page_0013.png,SAME_DOCUMENT,1,4,4
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,13,14,data/synthetic/page_images/merged_00006/page_0013.png,data/synthetic/page_images/merged_00006/page_0014.png,SAME_DOCUMENT,1,4,4
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,14,15,data/synthetic/page_images/merged_00006/page_0014.png,data/synthetic/page_images/merged_00006/page_0015.png,SAME_DOCUMENT,1,4,4
merged_00006,data/synthetic/merged_pdfs/merged_00006.pdf,15,16,data/synthetic/page_images/merged_00006/page_0015.png,data/synthetic/page_images/merged_00006/page_0016.png,NEW_DOCUMENT,0,4,5
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,1,2,data/synthetic/page_images/merged_00007/page_0001.png,data/synthetic/page_images/merged_00007/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,2,3,data/synthetic/page_images/merged_00007/page_0002.png,data/synthetic/page_images/merged_00007/page_0003.png,NEW_DOCUMENT,0,1,2
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,3,4,data/synthetic/page_images/merged_00007/page_0003.png,data/synthetic/page_images/merged_00007/page_0004.png,SAME_DOCUMENT,1,2,2
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,4,5,data/synthetic/page_images/merged_00007/page_0004.png,data/synthetic/page_images/merged_00007/page_0005.png,SAME_DOCUMENT,1,2,2
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,5,6,data/synthetic/page_images/merged_00007/page_0005.png,data/synthetic/page_images/merged_00007/page_0006.png,SAME_DOCUMENT,1,2,2
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,6,7,data/synthetic/page_images/merged_00007/page_0006.png,data/synthetic/page_images/merged_00007/page_0007.png,NEW_DOCUMENT,0,2,3
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,7,8,data/synthetic/page_images/merged_00007/page_0007.png,data/synthetic/page_images/merged_00007/page_0008.png,NEW_DOCUMENT,0,3,4
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,8,9,data/synthetic/page_images/merged_00007/page_0008.png,data/synthetic/page_images/merged_00007/page_0009.png,SAME_DOCUMENT,1,4,4
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,9,10,data/synthetic/page_images/merged_00007/page_0009.png,data/synthetic/page_images/merged_00007/page_0010.png,SAME_DOCUMENT,1,4,4
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,10,11,data/synthetic/page_images/merged_00007/page_0010.png,data/synthetic/page_images/merged_00007/page_0011.png,SAME_DOCUMENT,1,4,4
merged_00007,data/synthetic/merged_pdfs/merged_00007.pdf,11,12,data/synthetic/page_images/merged_00007/page_0011.png,data/synthetic/page_images/merged_00007/page_0012.png,NEW_DOCUMENT,0,4,5
merged_00008,data/synthetic/merged_pdfs/merged_00008.pdf,1,2,data/synthetic/page_images/merged_00008/page_0001.png,data/synthetic/page_images/merged_00008/page_0002.png,NEW_DOCUMENT,0,1,2
merged_00009,data/synthetic/merged_pdfs/merged_00009.pdf,1,2,data/synthetic/page_images/merged_00009/page_0001.png,data/synthetic/page_images/merged_00009/page_0002.png,NEW_DOCUMENT,0,1,2
merged_00009,data/synthetic/merged_pdfs/merged_00009.pdf,2,3,data/synthetic/page_images/merged_00009/page_0002.png,data/synthetic/page_images/merged_00009/page_0003.png,SAME_DOCUMENT,1,2,2
merged_00009,data/synthetic/merged_pdfs/merged_00009.pdf,3,4,data/synthetic/page_images/merged_00009/page_0003.png,data/synthetic/page_images/merged_00009/page_0004.png,NEW_DOCUMENT,0,2,3
merged_00009,data/synthetic/merged_pdfs/merged_00009.pdf,4,5,data/synthetic/page_images/merged_00009/page_0004.png,data/synthetic/page_images/merged_00009/page_0005.png,SAME_DOCUMENT,1,3,3
merged_00009,data/synthetic/merged_pdfs/merged_00009.pdf,5,6,data/synthetic/page_images/merged_00009/page_0005.png,data/synthetic/page_images/merged_00009/page_0006.png,NEW_DOCUMENT,0,3,4
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,1,2,data/synthetic/page_images/merged_00012/page_0001.png,data/synthetic/page_images/merged_00012/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,2,3,data/synthetic/page_images/merged_00012/page_0002.png,data/synthetic/page_images/merged_00012/page_0003.png,SAME_DOCUMENT,1,1,1
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,3,4,data/synthetic/page_images/merged_00012/page_0003.png,data/synthetic/page_images/merged_00012/page_0004.png,SAME_DOCUMENT,1,1,1
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,4,5,data/synthetic/page_images/merged_00012/page_0004.png,data/synthetic/page_images/merged_00012/page_0005.png,SAME_DOCUMENT,1,1,1
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,5,6,data/synthetic/page_images/merged_00012/page_0005.png,data/synthetic/page_images/merged_00012/page_0006.png,NEW_DOCUMENT,0,1,2
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,6,7,data/synthetic/page_images/merged_00012/page_0006.png,data/synthetic/page_images/merged_00012/page_0007.png,SAME_DOCUMENT,1,2,2
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,7,8,data/synthetic/page_images/merged_00012/page_0007.png,data/synthetic/page_images/merged_00012/page_0008.png,SAME_DOCUMENT,1,2,2
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,8,9,data/synthetic/page_images/merged_00012/page_0008.png,data/synthetic/page_images/merged_00012/page_0009.png,NEW_DOCUMENT,0,2,3
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,9,10,data/synthetic/page_images/merged_00012/page_0009.png,data/synthetic/page_images/merged_00012/page_0010.png,NEW_DOCUMENT,0,3,4
merged_00012,data/synthetic/merged_pdfs/merged_00012.pdf,10,11,data/synthetic/page_images/merged_00012/page_0010.png,data/synthetic/page_images/merged_00012/page_0011.png,SAME_DOCUMENT,1,4,4
merged_00013,data/synthetic/merged_pdfs/merged_00013.pdf,1,2,data/synthetic/page_images/merged_00013/page_0001.png,data/synthetic/page_images/merged_00013/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00013,data/synthetic/merged_pdfs/merged_00013.pdf,2,3,data/synthetic/page_images/merged_00013/page_0002.png,data/synthetic/page_images/merged_00013/page_0003.png,SAME_DOCUMENT,1,1,1
merged_00013,data/synthetic/merged_pdfs/merged_00013.pdf,3,4,data/synthetic/page_images/merged_00013/page_0003.png,data/synthetic/page_images/merged_00013/page_0004.png,NEW_DOCUMENT,0,1,2
merged_00013,data/synthetic/merged_pdfs/merged_00013.pdf,4,5,data/synthetic/page_images/merged_00013/page_0004.png,data/synthetic/page_images/merged_00013/page_0005.png,NEW_DOCUMENT,0,2,3
merged_00013,data/synthetic/merged_pdfs/merged_00013.pdf,5,6,data/synthetic/page_images/merged_00013/page_0005.png,data/synthetic/page_images/merged_00013/page_0006.png,NEW_DOCUMENT,0,3,4
merged_00013,data/synthetic/merged_pdfs/merged_00013.pdf,6,7,data/synthetic/page_images/merged_00013/page_0006.png,data/synthetic/page_images/merged_00013/page_0007.png,NEW_DOCUMENT,0,4,5
merged_00013,data/synthetic/merged_pdfs/merged_00013.pdf,7,8,data/synthetic/page_images/merged_00013/page_0007.png,data/synthetic/page_images/merged_00013/page_0008.png,SAME_DOCUMENT,1,5,5
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,1,2,data/synthetic/page_images/merged_00014/page_0001.png,data/synthetic/page_images/merged_00014/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,2,3,data/synthetic/page_images/merged_00014/page_0002.png,data/synthetic/page_images/merged_00014/page_0003.png,SAME_DOCUMENT,1,1,1
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,3,4,data/synthetic/page_images/merged_00014/page_0003.png,data/synthetic/page_images/merged_00014/page_0004.png,SAME_DOCUMENT,1,1,1
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,4,5,data/synthetic/page_images/merged_00014/page_0004.png,data/synthetic/page_images/merged_00014/page_0005.png,SAME_DOCUMENT,1,1,1
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,5,6,data/synthetic/page_images/merged_00014/page_0005.png,data/synthetic/page_images/merged_00014/page_0006.png,SAME_DOCUMENT,1,1,1
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,6,7,data/synthetic/page_images/merged_00014/page_0006.png,data/synthetic/page_images/merged_00014/page_0007.png,SAME_DOCUMENT,1,1,1
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,7,8,data/synthetic/page_images/merged_00014/page_0007.png,data/synthetic/page_images/merged_00014/page_0008.png,NEW_DOCUMENT,0,1,2
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,8,9,data/synthetic/page_images/merged_00014/page_0008.png,data/synthetic/page_images/merged_00014/page_0009.png,SAME_DOCUMENT,1,2,2
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,9,10,data/synthetic/page_images/merged_00014/page_0009.png,data/synthetic/page_images/merged_00014/page_0010.png,SAME_DOCUMENT,1,2,2
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,10,11,data/synthetic/page_images/merged_00014/page_0010.png,data/synthetic/page_images/merged_00014/page_0011.png,SAME_DOCUMENT,1,2,2
merged_00014,data/synthetic/merged_pdfs/merged_00014.pdf,11,12,data/synthetic/page_images/merged_00014/page_0011.png,data/synthetic/page_images/merged_00014/page_0012.png,SAME_DOCUMENT,1,2,2
merged_00015,data/synthetic/merged_pdfs/merged_00015.pdf,1,2,data/synthetic/page_images/merged_00015/page_0001.png,data/synthetic/page_images/merged_00015/page_0002.png,NEW_DOCUMENT,0,1,2
merged_00015,data/synthetic/merged_pdfs/merged_00015.pdf,2,3,data/synthetic/page_images/merged_00015/page_0002.png,data/synthetic/page_images/merged_00015/page_0003.png,NEW_DOCUMENT,0,2,3
merged_00015,data/synthetic/merged_pdfs/merged_00015.pdf,3,4,data/synthetic/page_images/merged_00015/page_0003.png,data/synthetic/page_images/merged_00015/page_0004.png,SAME_DOCUMENT,1,3,3
merged_00015,data/synthetic/merged_pdfs/merged_00015.pdf,4,5,data/synthetic/page_images/merged_00015/page_0004.png,data/synthetic/page_images/merged_00015/page_0005.png,SAME_DOCUMENT,1,3,3
merged_00015,data/synthetic/merged_pdfs/merged_00015.pdf,5,6,data/synthetic/page_images/merged_00015/page_0005.png,data/synthetic/page_images/merged_00015/page_0006.png,SAME_DOCUMENT,1,3,3
merged_00017,data/synthetic/merged_pdfs/merged_00017.pdf,1,2,data/synthetic/page_images/merged_00017/page_0001.png,data/synthetic/page_images/merged_00017/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00017,data/synthetic/merged_pdfs/merged_00017.pdf,2,3,data/synthetic/page_images/merged_00017/page_0002.png,data/synthetic/page_images/merged_00017/page_0003.png,SAME_DOCUMENT,1,1,1
merged_00017,data/synthetic/merged_pdfs/merged_00017.pdf,3,4,data/synthetic/page_images/merged_00017/page_0003.png,data/synthetic/page_images/merged_00017/page_0004.png,SAME_DOCUMENT,1,1,1
merged_00017,data/synthetic/merged_pdfs/merged_00017.pdf,4,5,data/synthetic/page_images/merged_00017/page_0004.png,data/synthetic/page_images/merged_00017/page_0005.png,SAME_DOCUMENT,1,1,1
merged_00017,data/synthetic/merged_pdfs/merged_00017.pdf,5,6,data/synthetic/page_images/merged_00017/page_0005.png,data/synthetic/page_images/merged_00017/page_0006.png,NEW_DOCUMENT,0,1,2
merged_00017,data/synthetic/merged_pdfs/merged_00017.pdf,6,7,data/synthetic/page_images/merged_00017/page_0006.png,data/synthetic/page_images/merged_00017/page_0007.png,SAME_DOCUMENT,1,2,2
merged_00017,data/synthetic/merged_pdfs/merged_00017.pdf,7,8,data/synthetic/page_images/merged_00017/page_0007.png,data/synthetic/page_images/merged_00017/page_0008.png,NEW_DOCUMENT,0,2,3
merged_00018,data/synthetic/merged_pdfs/merged_00018.pdf,1,2,data/synthetic/page_images/merged_00018/page_0001.png,data/synthetic/page_images/merged_00018/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00018,data/synthetic/merged_pdfs/merged_00018.pdf,2,3,data/synthetic/page_images/merged_00018/page_0002.png,data/synthetic/page_images/merged_00018/page_0003.png,NEW_DOCUMENT,0,1,2
merged_00018,data/synthetic/merged_pdfs/merged_00018.pdf,3,4,data/synthetic/page_images/merged_00018/page_0003.png,data/synthetic/page_images/merged_00018/page_0004.png,SAME_DOCUMENT,1,2,2
merged_00018,data/synthetic/merged_pdfs/merged_00018.pdf,4,5,data/synthetic/page_images/merged_00018/page_0004.png,data/synthetic/page_images/merged_00018/page_0005.png,SAME_DOCUMENT,1,2,2
merged_00018,data/synthetic/merged_pdfs/merged_00018.pdf,5,6,data/synthetic/page_images/merged_00018/page_0005.png,data/synthetic/page_images/merged_00018/page_0006.png,SAME_DOCUMENT,1,2,2
merged_00018,data/synthetic/merged_pdfs/merged_00018.pdf,6,7,data/synthetic/page_images/merged_00018/page_0006.png,data/synthetic/page_images/merged_00018/page_0007.png,SAME_DOCUMENT,1,2,2
merged_00019,data/synthetic/merged_pdfs/merged_00019.pdf,1,2,data/synthetic/page_images/merged_00019/page_0001.png,data/synthetic/page_images/merged_00019/page_0002.png,NEW_DOCUMENT,0,1,2
merged_00019,data/synthetic/merged_pdfs/merged_00019.pdf,2,3,data/synthetic/page_images/merged_00019/page_0002.png,data/synthetic/page_images/merged_00019/page_0003.png,SAME_DOCUMENT,1,2,2
merged_00019,data/synthetic/merged_pdfs/merged_00019.pdf,3,4,data/synthetic/page_images/merged_00019/page_0003.png,data/synthetic/page_images/merged_00019/page_0004.png,SAME_DOCUMENT,1,2,2
merged_00019,data/synthetic/merged_pdfs/merged_00019.pdf,4,5,data/synthetic/page_images/merged_00019/page_0004.png,data/synthetic/page_images/merged_00019/page_0005.png,NEW_DOCUMENT,0,2,3
merged_00019,data/synthetic/merged_pdfs/merged_00019.pdf,5,6,data/synthetic/page_images/merged_00019/page_0005.png,data/synthetic/page_images/merged_00019/page_0006.png,SAME_DOCUMENT,1,3,3
merged_00019,data/synthetic/merged_pdfs/merged_00019.pdf,6,7,data/synthetic/page_images/merged_00019/page_0006.png,data/synthetic/page_images/merged_00019/page_0007.png,SAME_DOCUMENT,1,3,3
merged_00019,data/synthetic/merged_pdfs/merged_00019.pdf,7,8,data/synthetic/page_images/merged_00019/page_0007.png,data/synthetic/page_images/merged_00019/page_0008.png,SAME_DOCUMENT,1,3,3
merged_00019,data/synthetic/merged_pdfs/merged_00019.pdf,8,9,data/synthetic/page_images/merged_00019/page_0008.png,data/synthetic/page_images/merged_00019/page_0009.png,SAME_DOCUMENT,1,3,3
merged_00019,data/synthetic/merged_pdfs/merged_00019.pdf,9,10,data/synthetic/page_images/merged_00019/page_0009.png,data/synthetic/page_images/merged_00019/page_0010.png,NEW_DOCUMENT,0,3,4
merged_00019,data/synthetic/merged_pdfs/merged_00019.pdf,10,11,data/synthetic/page_images/merged_00019/page_0010.png,data/synthetic/page_images/merged_00019/page_0011.png,SAME_DOCUMENT,1,4,4
merged_00019,data/synthetic/merged_pdfs/merged_00019.pdf,11,12,data/synthetic/page_images/merged_00019/page_0011.png,data/synthetic/page_images/merged_00019/page_0012.png,SAME_DOCUMENT,1,4,4
merged_00019,data/synthetic/merged_pdfs/merged_00019.pdf,12,13,data/synthetic/page_images/merged_00019/page_0012.png,data/synthetic/page_images/merged_00019/page_0013.png,SAME_DOCUMENT,1,4,4
merged_00019,data/synthetic/merged_pdfs/merged_00019.pdf,13,14,data/synthetic/page_images/merged_00019/page_0013.png,data/synthetic/page_images/merged_00019/page_0014.png,SAME_DOCUMENT,1,4,4
merged_00020,data/synthetic/merged_pdfs/merged_00020.pdf,1,2,data/synthetic/page_images/merged_00020/page_0001.png,data/synthetic/page_images/merged_00020/page_0002.png,NEW_DOCUMENT,0,1,2
merged_00020,data/synthetic/merged_pdfs/merged_00020.pdf,2,3,data/synthetic/page_images/merged_00020/page_0002.png,data/synthetic/page_images/merged_00020/page_0003.png,SAME_DOCUMENT,1,2,2
merged_00020,data/synthetic/merged_pdfs/merged_00020.pdf,3,4,data/synthetic/page_images/merged_00020/page_0003.png,data/synthetic/page_images/merged_00020/page_0004.png,SAME_DOCUMENT,1,2,2
merged_00020,data/synthetic/merged_pdfs/merged_00020.pdf,4,5,data/synthetic/page_images/merged_00020/page_0004.png,data/synthetic/page_images/merged_00020/page_0005.png,NEW_DOCUMENT,0,2,3
merged_00021,data/synthetic/merged_pdfs/merged_00021.pdf,1,2,data/synthetic/page_images/merged_00021/page_0001.png,data/synthetic/page_images/merged_00021/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00021,data/synthetic/merged_pdfs/merged_00021.pdf,2,3,data/synthetic/page_images/merged_00021/page_0002.png,data/synthetic/page_images/merged_00021/page_0003.png,NEW_DOCUMENT,0,1,2
merged_00021,data/synthetic/merged_pdfs/merged_00021.pdf,3,4,data/synthetic/page_images/merged_00021/page_0003.png,data/synthetic/page_images/merged_00021/page_0004.png,NEW_DOCUMENT,0,2,3
merged_00021,data/synthetic/merged_pdfs/merged_00021.pdf,4,5,data/synthetic/page_images/merged_00021/page_0004.png,data/synthetic/page_images/merged_00021/page_0005.png,NEW_DOCUMENT,0,3,4
merged_00022,data/synthetic/merged_pdfs/merged_00022.pdf,1,2,data/synthetic/page_images/merged_00022/page_0001.png,data/synthetic/page_images/merged_00022/page_0002.png,NEW_DOCUMENT,0,1,2
merged_00022,data/synthetic/merged_pdfs/merged_00022.pdf,2,3,data/synthetic/page_images/merged_00022/page_0002.png,data/synthetic/page_images/merged_00022/page_0003.png,SAME_DOCUMENT,1,2,2
merged_00022,data/synthetic/merged_pdfs/merged_00022.pdf,3,4,data/synthetic/page_images/merged_00022/page_0003.png,data/synthetic/page_images/merged_00022/page_0004.png,SAME_DOCUMENT,1,2,2
merged_00022,data/synthetic/merged_pdfs/merged_00022.pdf,4,5,data/synthetic/page_images/merged_00022/page_0004.png,data/synthetic/page_images/merged_00022/page_0005.png,SAME_DOCUMENT,1,2,2
merged_00022,data/synthetic/merged_pdfs/merged_00022.pdf,5,6,data/synthetic/page_images/merged_00022/page_0005.png,data/synthetic/page_images/merged_00022/page_0006.png,NEW_DOCUMENT,0,2,3
merged_00022,data/synthetic/merged_pdfs/merged_00022.pdf,6,7,data/synthetic/page_images/merged_00022/page_0006.png,data/synthetic/page_images/merged_00022/page_0007.png,SAME_DOCUMENT,1,3,3
merged_00022,data/synthetic/merged_pdfs/merged_00022.pdf,7,8,data/synthetic/page_images/merged_00022/page_0007.png,data/synthetic/page_images/merged_00022/page_0008.png,SAME_DOCUMENT,1,3,3
merged_00022,data/synthetic/merged_pdfs/merged_00022.pdf,8,9,data/synthetic/page_images/merged_00022/page_0008.png,data/synthetic/page_images/merged_00022/page_0009.png,SAME_DOCUMENT,1,3,3
merged_00022,data/synthetic/merged_pdfs/merged_00022.pdf,9,10,data/synthetic/page_images/merged_00022/page_0009.png,data/synthetic/page_images/merged_00022/page_0010.png,SAME_DOCUMENT,1,3,3
merged_00022,data/synthetic/merged_pdfs/merged_00022.pdf,10,11,data/synthetic/page_images/merged_00022/page_0010.png,data/synthetic/page_images/merged_00022/page_0011.png,SAME_DOCUMENT,1,3,3
merged_00022,data/synthetic/merged_pdfs/merged_00022.pdf,11,12,data/synthetic/page_images/merged_00022/page_0011.png,data/synthetic/page_images/merged_00022/page_0012.png,SAME_DOCUMENT,1,3,3
merged_00023,data/synthetic/merged_pdfs/merged_00023.pdf,1,2,data/synthetic/page_images/merged_00023/page_0001.png,data/synthetic/page_images/merged_00023/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00023,data/synthetic/merged_pdfs/merged_00023.pdf,2,3,data/synthetic/page_images/merged_00023/page_0002.png,data/synthetic/page_images/merged_00023/page_0003.png,SAME_DOCUMENT,1,1,1
merged_00023,data/synthetic/merged_pdfs/merged_00023.pdf,3,4,data/synthetic/page_images/merged_00023/page_0003.png,data/synthetic/page_images/merged_00023/page_0004.png,SAME_DOCUMENT,1,1,1
merged_00023,data/synthetic/merged_pdfs/merged_00023.pdf,4,5,data/synthetic/page_images/merged_00023/page_0004.png,data/synthetic/page_images/merged_00023/page_0005.png,SAME_DOCUMENT,1,1,1
merged_00023,data/synthetic/merged_pdfs/merged_00023.pdf,5,6,data/synthetic/page_images/merged_00023/page_0005.png,data/synthetic/page_images/merged_00023/page_0006.png,SAME_DOCUMENT,1,1,1
merged_00023,data/synthetic/merged_pdfs/merged_00023.pdf,6,7,data/synthetic/page_images/merged_00023/page_0006.png,data/synthetic/page_images/merged_00023/page_0007.png,SAME_DOCUMENT,1,1,1
merged_00023,data/synthetic/merged_pdfs/merged_00023.pdf,7,8,data/synthetic/page_images/merged_00023/page_0007.png,data/synthetic/page_images/merged_00023/page_0008.png,SAME_DOCUMENT,1,1,1
merged_00023,data/synthetic/merged_pdfs/merged_00023.pdf,8,9,data/synthetic/page_images/merged_00023/page_0008.png,data/synthetic/page_images/merged_00023/page_0009.png,NEW_DOCUMENT,0,1,2
merged_00023,data/synthetic/merged_pdfs/merged_00023.pdf,9,10,data/synthetic/page_images/merged_00023/page_0009.png,data/synthetic/page_images/merged_00023/page_0010.png,SAME_DOCUMENT,1,2,2
merged_00023,data/synthetic/merged_pdfs/merged_00023.pdf,10,11,data/synthetic/page_images/merged_00023/page_0010.png,data/synthetic/page_images/merged_00023/page_0011.png,SAME_DOCUMENT,1,2,2
